-7.779,0.015566
-7.586,0.015632
-7.31,0.016177
-6.844,0.01694
-6.379,0.017703
-5.91,0.018313
-5.688,0.019076
-5.223,0.019839
-5.002,0.020603
-4.927,0.020599
-4.532,0.021213
-4.067,0.021976
-3.846,0.022739
-3.381,0.023502
-3.155,0.024113
-2.69,0.024876
-2.225,0.025639
-2.003,0.026402
-1.534,0.027012
-1.312,0.027775
-1.276,0.028048
-0.847,0.028538
-0.378,0.029149
0.088,0.029912
0.557,0.030522
1.266,0.031285
1.616,0.031682
1.98,0.031896
2.946,0.032201
4.12,0.032106
4.17,0.032048
5.16,0.031591
5.605,0.031007
5.666,0.03098
6.415,0.03037
7.17,0.029607
7.676,0.028996
8.186,0.028233
8.505,0.027866
8.692,0.027623
9.203,0.02686
9.708,0.026249
10.219,0.025486
10.725,0.024876
11.235,0.024113
11.746,0.02335
12.252,0.022739
12.762,0.021976
13.268,0.021366
13.779,0.020603
14.289,0.019839
14.795,0.019229
15.305,0.018466
15.67,0.017994
16.055,0.017856
16.566,0.017092
17.072,0.016482
17.578,0.015872
18.332,0.015109
18.838,0.014498
19.588,0.013888
20.338,0.013277
21.087,0.012667
21.837,0.012056
22.587,0.011446
23.337,0.010835
24.331,0.010225
25.076,0.009767
26.07,0.009157
26.394,0.00891
26.815,0.008699
27.804,0.008241
28.793,0.007783
29.783,0.007325
30.772,0.006868
32.005,0.00641
32.989,0.006104
33.254,0.006063
33.974,0.005799
35.203,0.005494
36.187,0.005189
37.416,0.004884
38.645,0.004578
39.629,0.004273
40.853,0.004121
41.738,0.003944
42.082,0.003815
43.306,0.003663
44.53,0.00351
45.51,0.003357
46.739,0.003052
47.958,0.003052
49.182,0.0029
50.406,0.002747
51.386,0.002594
52.61,0.002442
53.83,0.002442
55.054,0.002289
56.278,0.002137
57.498,0.002137
58.343,0.002127
58.478,0.001984
59.702,0.001831
60.921,0.001831
62.141,0.001831
63.365,0.001679
64.584,0.001679
65.808,0.001526
67.028,0.001526
68.247,0.001526
69.228,0.001374
70.447,0.001374
70.756,0.001339
71.667,0.001374
72.891,0.001221
74.11,0.001221
75.33,0.001221
76.549,0.001221
77.773,0.001068
78.993,0.001068
83.448,0.000916
96.424,0.000734
